id,name,calcium_amount_mg,fat_amount_g,iron_amount_mg,protein_amount_g,calories_amount_kcal,sugar_amount_g,sodium_amount_mg,saturated_fat_amount_g,fiber_amount_g,carbohydrates_amount_g,pct_protein,pct_fat,pct_carbs,flavor,savory,sweet,salty,sour,bitter,fatty,spicy,neutral,texture,soft,tender,juicy,smooth,chewy,crunchy,liquid,creamy,crispy,powdery,flaky,gooey,slimy,moist,crumbly,fluffy,moist,sticky,dry,oily,hard
9019,applesauce,4.8,0.12,0.28,0.2,50.4,11.27,2.4,0.01,1.32,13.56,1.45,1.92,96.63,sweet; sour,0,1,0,1,0,0,0,0,smooth; soft,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9021,apricot,4.55,0.14,0.14,0.49,16.8,3.23,0.35,0.01,0.7,3.88,10.47,6.56,82.97,sweet; sour,0,1,0,1,0,0,0,0,soft; juicy,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9032,dried apricots,16.5,0.15,0.8,1.02,72.3,16.02,3,0.01,2.19,18.78,5.05,1.71,93.24,sweet,0,1,0,0,0,0,0,0,chewy; hard,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9036,apricot nectar,26.4,1.08,0.24,0.41,134.4,30.72,19.2,0.08,0.24,32.64,1.15,6.85,92.00,sweet; sour,0,1,0,1,0,0,0,0,smooth,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9037,avocado,12,14.7,0.55,2,160,0.66,7,2.13,6.7,8.53,4.59,75.85,19.56,fatty; savory,1,0,0,0,0,1,0,0,creamy; smooth,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9040,banana,5.9,0.39,0.31,1.29,105.02,14.4,1.18,0.13,3.07,26.9,4.43,3.01,92.56,sweet,0,1,0,0,0,0,0,0,soft; juicy; smooth,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9042,blackberries,41.76,0.71,0.89,2,61.92,7.03,1.44,0.02,7.63,13.84,11.49,9.11,79.40,sweet; sour,0,1,0,1,0,0,0,0,soft; juicy,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9050,blueberries,8.88,0.49,0.41,1.1,84.36,14.74,1.48,0.04,3.55,21.46,4.63,4.65,90.72,sweet; sour,0,1,0,1,0,0,0,0,soft; juicy; tender,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9054,mixed berries,8,0.64,0.18,0.42,51,8.45,1,0.05,2.7,12.2,2.99,10.24,86.77,sweet; sour,0,1,0,1,0,0,0,0,juicy; soft; tender,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9057,boysenberries,27,0.26,0.85,1.1,50,6.89,1,0.01,5.3,12.19,7.93,4.22,87.85,sweet; sour,0,1,0,1,0,0,0,0,juicy; soft; tender,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9059,breadfruit,17,0.23,0.54,1.07,103,11,2,0.05,4.9,27.12,3.73,1.80,94.47,sweet; savory,1,1,0,0,0,0,0,0,soft; moist; tender,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
9060,starfruit,2.73,0.3,0.07,0.95,28.21,3.62,1.82,0.02,2.55,6.12,12.22,8.72,79.06,sour; sweet,0,1,0,1,0,0,0,0,juicy; crunchy; soft,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9063,black cherries,16,0.3,0.32,1,50,8.49,3,0.07,1.6,12.18,7.22,4.87,87.91,sweet; sour,0,1,0,1,0,0,0,0,tender; juicy; soft,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9065,jarred sour cherries,10,0.1,1.32,0.74,75,,7,0.02,0.8,19.3,3.65,1.11,95.24,sour; sweet,0,1,0,1,0,0,0,0,soft; juicy; slimy,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9070,cherries,13,0.2,0.36,1.06,63,12.8,0,0.04,2.1,16,6.05,2.57,91.38,sweet; sour,0,1,0,1,0,0,0,0,juicy; soft; tender,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9078,cranberries,8,0.13,0.23,0.46,46,4.27,2,0.01,3.6,12,3.61,2.29,94.10,sour; bitter,0,0,0,1,1,0,0,0,soft; juicy; moist; slimy,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
9081,whole cranberry sauce,1.8,0.09,0.25,0.54,95.4,19.08,3,0,0.66,24.24,2.16,0.81,97.03,spicy; savory,1,0,0,0,0,0,1,0,hard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9083,black currants,30.8,0.23,0.86,0.78,35.28,,1.12,0.02,,8.61,7.91,5.21,86.88,sour; sweet,0,1,0,1,0,0,0,0,tender; juicy; soft,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9084,red currants,18.48,0.11,0.56,0.78,31.36,4.13,0.56,0.01,2.41,7.73,8.95,2.88,88.17,sour; sweet,0,1,0,1,0,0,0,0,juicy; soft,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9087,dates,9.36,0.09,0.24,0.59,67.68,15.22,0.48,0.01,1.92,18,3.13,1.12,95.75,sweet,0,1,0,0,0,0,0,0,chewy; sticky; soft,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9088,elderberries,38,0.5,1.6,0.66,73,,6,0.02,7,18.4,3.27,5.57,91.16,sweet; sour,0,1,0,1,0,0,0,0,juicy; soft,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9094,dried figs,64.8,0.37,0.81,1.32,99.6,19.16,4,0.06,3.92,25.56,4.76,2.99,92.25,sweet,0,1,0,0,0,0,0,0,chewy; sticky,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9099,fruit cocktail,7.2,0.08,0.35,0.48,68.4,16.72,7.2,0.01,1.2,17.92,2.58,1.02,96.40,sweet; sour,0,1,0,1,0,0,0,0,tender; juicy; soft,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9107,gooseberries,37.5,0.87,0.47,1.32,66,,1.5,0.06,6.45,15.27,7.12,10.55,82.33,sour; sweet,0,1,0,1,0,0,0,0,juicy; soft; slimy,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9112,grapefruit,50.6,0.32,0.18,1.77,96.6,15.85,0,0.05,3.68,24.61,6.53,2.67,90.80,sour; bitter; sweet,0,1,0,1,1,0,0,0,juicy; soft; moist,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
9129,black grapes,31.45,0.4,0.22,0.69,48.45,,0.85,,3.32,11.84,5.13,6.69,88.18,sweet; sour,0,1,0,1,0,0,0,0,juicy; soft,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9135,grape juice,26.4,0.31,0.6,0.89,144,34.08,12,0.06,0.48,35.45,2.40,1.90,95.70,sweet; sour,0,1,0,1,0,0,0,0,liquid,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9138,physalis,4.5,0.35,0.5,0.95,26.5,,,,,5.6,12.95,10.73,76.32,sweet; sour,0,1,0,1,0,0,0,0,soft; juicy; sticky,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9139,guava,9.9,0.52,0.14,1.4,37.4,4.91,1.1,0.15,2.97,7.86,13.43,11.26,75.31,sweet; sour,0,1,0,1,0,0,0,0,liquid,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9144,jackfruit,24,0.64,0.23,1.72,95,19.08,2,0.19,1.5,23.25,6.51,5.45,88.04,sweet; savory,1,1,0,0,0,0,0,0,soft; chewy,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9147,jujubes,23.7,0.33,0.54,1.11,86.1,,2.7,,,22.08,4.64,3.10,92.26,sweet,0,1,0,0,0,0,0,0,chewy; sticky,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9148,kiwi,26.25,0.33,0.18,0.8,43.5,6.74,3.75,0.02,2.25,10.5,6.60,6.17,87.23,sweet; sour,0,1,0,1,0,0,0,0,soft; juicy; slimy,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9149,kumquat,18.6,0.26,0.26,0.56,21.3,2.81,3,0.03,1.95,4.77,9.54,9.81,80.65,sour; sweet; bitter,0,1,0,1,1,0,0,0,chewy; soft; juicy,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9150,lemon,15.08,0.17,0.35,0.64,16.82,1.45,1.16,0.02,1.62,5.41,9.91,6.08,84.01,sour; sweet,0,1,0,1,0,0,0,0,juicy,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9152,lemon juice,1.8,0.07,0.02,0.1,6.6,0.76,0.3,0.01,0.09,2.07,4.49,6.93,88.58,sour,0,0,0,1,0,0,0,0,liquid,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9159,lime,22.11,0.13,0.4,0.47,20.1,1.13,1.34,0.01,1.88,7.03,6.01,3.86,90.13,sour,0,0,0,1,0,0,0,0,juicy; soft,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9160,lime juice,4.2,0.02,0.03,0.13,7.5,0.51,0.6,0,0.12,2.53,4.67,1.75,93.58,sour,0,0,0,1,0,0,0,0,juicy,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9164,lychee,1,0.09,0.06,0.17,13.2,3.04,0.2,0.02,0.26,3.3,4.53,5.40,90.07,sweet; sour,0,1,0,1,0,0,0,0,juicy; soft,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9172,longan,0.1,0.01,0.01,0.13,6,,0,,0.11,1.51,7.86,1.35,90.79,sweet,0,1,0,0,0,0,0,0,soft; juicy,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9174,loquat,11.2,0.14,0.2,0.3,32.9,,0.7,0.03,1.19,8.5,3.30,3.46,93.24,sweet; sour,0,1,0,1,0,0,0,0,soft; juicy,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9176,mango,18.15,0.63,0.26,1.35,99,22.6,1.65,0.15,2.64,24.75,4.92,5.13,89.95,sweet; sour,0,1,0,1,0,0,0,0,tender; juicy; soft,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9181,cantaloupe,15.93,0.32,0.67,1.45,60.18,13.95,53.1,0.09,1.42,14.44,8.74,4.32,86.94,sweet,0,1,0,0,0,0,0,0,juicy; soft; moist,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
9184,honeydew melon,10.62,0.25,0.3,0.96,63.72,14.37,31.86,0.07,1.42,16.09,5.43,3.17,91.40,sweet,0,1,0,0,0,0,0,0,juicy; soft; moist,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
9190,mulberries,39,0.39,1.85,1.44,43,8.1,10,0.03,1.7,9.8,11.88,7.24,80.88,sweet; sour,0,1,0,1,0,0,0,0,soft; juicy; tender,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9191,nectarine,2.8,0.39,0.42,1.48,54.6,11.05,18.2,0,2.1,12.85,9.75,5.80,84.45,sweet; sour,0,1,0,1,0,0,0,0,tender; juicy; soft,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9200,orange,52.4,0.16,0.13,1.23,61.57,12.25,0,0.02,3.14,15.46,7.23,2.08,90.69,sweet; sour,0,1,0,1,0,0,0,0,juicy; soft,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9202,navel orange,56.33,0.2,0.17,1.19,64.19,11.14,1.31,0.02,2.88,16.43,6.60,2.45,90.95,sweet; sour,0,1,0,1,0,0,0,0,juicy; soft,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9206,orange juice,26.4,0.48,0.48,1.68,108,20.16,2.4,0.06,0.48,24.96,6.06,3.90,90.04,sweet; sour,0,1,0,1,0,0,0,0,juicy,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9214,orange juice concentrate,22.8,0.15,0.2,1.44,88.8,17.82,4.2,0.04,0.6,21.12,6.29,1.47,92.24,sweet; sour,0,1,0,1,0,0,0,0,sticky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9218,mandarin oranges,37,0.31,0.15,0.81,53,10.6,2,0.04,1.8,13.3,5.47,4.71,89.82,sweet; sour,0,1,0,1,0,0,0,0,soft; juicy; tender,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9221,tangerine juice,21.6,0.24,0.24,0.6,51.6,11.88,1.2,0.03,0.24,12.12,4.52,4.07,91.41,sweet; sour,0,1,0,1,0,0,0,0,juicy,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9226,papaya,29,0.38,0.36,0.68,62.35,11.34,11.6,0.12,2.46,15.66,3.96,4.93,91.11,sweet; sour,0,1,0,1,0,0,0,0,soft; juicy; smooth,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9231,passion fruit,2.16,0.13,0.29,0.4,17.46,2.02,5.04,0.01,1.87,4.21,8.10,5.80,86.10,sweet; sour,0,1,0,1,0,0,0,0,juicy; slimy,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9232,passion fruit juice,4.8,0.06,0.29,0.47,61.2,16.08,7.2,0,0.24,16.32,2.77,0.80,96.43,sweet; sour,0,1,0,1,0,0,0,0,liquid,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9236,peach,6,0.41,0.51,1.37,63,12.59,19.5,0.03,2.25,15.15,7.83,5.23,86.94,sweet,0,1,0,0,0,0,0,0,tender; juicy; soft,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9246,dried peaches,8.4,0.23,1.22,1.08,71.7,12.51,2.1,0.02,2.46,18.39,5.42,2.57,92.01,sweet,0,1,0,0,0,0,0,0,chewy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9251,peach nectar,14.4,1.37,0.17,0.24,117.6,29.04,26.4,0.09,0.24,27.84,0.77,9.88,89.35,sweet,0,1,0,0,0,0,0,0,liquid,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9252,pear,16.02,0.25,0.32,0.64,101.46,17.35,1.78,0.04,5.52,27.06,2.27,1.98,95.75,sweet,0,1,0,0,0,0,0,0,soft; juicy; tender,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9262,pear nectar,12,0.02,0.62,0.26,144,36.48,9.6,0,1.44,37.92,0.69,0.14,99.17,sweet,0,1,0,0,0,0,0,0,smooth,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9263,japanese persimmon,13.44,0.32,0.25,0.97,117.6,21,1.68,0.03,6.05,31.25,2.96,2.18,94.86,sweet,0,1,0,0,0,0,0,0,soft; gooey; smooth,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9265,persimmon,45.36,0.67,4.2,1.34,213.36,,1.68,,,56.28,2.27,2.56,95.17,sweet,0,1,0,0,0,0,0,0,soft; gooey; smooth; juicy,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9266,pineapple,21.45,0.2,0.48,0.89,82.5,16.25,1.65,0.01,2.31,21.61,3.88,1.94,94.18,sweet; sour,0,1,0,1,0,0,0,0,tender; juicy; moist,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
9273,pineapple juice,31.2,0.29,0.74,0.86,127.2,23.95,4.8,0.02,0.48,30.89,2.67,2.00,95.33,sweet,0,1,0,0,0,0,0,0,gooey; sticky,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
9286,pomegranate seeds,8.7,1.02,0.26,1.45,72.21,11.92,2.61,0.1,3.48,16.27,7.26,11.44,81.30,sweet; sour,0,1,0,1,0,0,0,0,crunchy; juicy; soft,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9291,prunes,12.9,0.11,0.28,0.65,72,11.43,0.6,0.03,2.13,19.17,3.26,1.28,95.46,sweet,0,1,0,0,0,0,0,0,soft; chewy; moist; sticky,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
9295,pomelo,24.36,0.24,0.67,4.63,231.42,,6.09,,6.09,58.59,7.26,0.86,91.88,sweet; sour,0,1,0,1,0,0,0,0,juicy; soft; moist,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
9296,quince,9.35,0.09,0.6,0.34,48.45,,3.4,0.01,1.62,13.01,2.51,1.41,96.08,sweet; sour,0,1,0,1,0,0,0,0,soft; tender; moist,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
9297,golden raisins,21.2,0.18,0.72,1.36,120.8,23.68,4.8,0.06,1.6,31.81,4.04,1.23,94.73,sweet,0,1,0,0,0,0,0,0,chewy; sticky; moist,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
9299,raisins,11.2,0.22,1.04,1.01,118.4,,11.2,0.07,2.72,31.39,3.07,1.48,95.45,sweet,0,1,0,0,0,0,0,0,chewy; sticky,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9302,raspberries,30.75,0.8,0.85,1.48,63.96,5.44,1.23,0.02,7.99,14.64,8.24,10.04,81.72,sweet,0,1,0,0,0,0,0,0,liquid,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9307,rhubarb,73.1,0.17,0.19,0.76,17.85,0.94,3.4,0.05,1.53,3.86,15.28,7.64,77.08,savory; fatty,1,0,0,0,0,1,0,0,tender; juicy,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9311,roselle fruit,172,0.51,1.18,0.77,39.2,,4.8,,,9.05,7.00,10.50,82.50,sour; sweet,0,1,0,1,0,0,0,0,soft; juicy,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9312,rose apple,29,0.3,0.07,0.6,25,,0,,,5.7,8.60,9.68,81.72,sweet,0,1,0,0,0,0,0,0,soft; tender,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9314,sapote,27,0.69,1.17,2.17,186,30.21,10.5,0.25,8.1,48.15,4.19,2.99,92.82,sweet; fatty,0,1,0,0,0,1,0,0,soft; smooth; creamy,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9316,strawberries,24,0.45,0.62,1,48,7.34,1.5,0.02,3,11.52,7.42,7.48,85.10,sweet; sour,0,1,0,1,0,0,0,0,soft; juicy; tender,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9321,sugar apple,37.2,0.45,0.93,3.19,145.7,,13.95,0.07,6.82,36.64,7.82,2.48,89.70,sweet,0,1,0,0,0,0,0,0,soft; juicy; slimy,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9322,tamarind paste,11.1,0.09,0.42,0.42,35.85,5.82,4.2,0.04,0.76,9.38,4.20,2.03,93.77,sour; sweet,0,1,0,1,0,0,0,0,sticky; gooey; smooth,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
9326,watermelon,19.6,0.42,0.67,1.71,84,17.36,2.8,0.04,1.12,21.14,7.18,3.97,88.85,sweet,0,1,0,0,0,0,0,0,juicy; soft; tender,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9328,maraschino cherries,16.2,0.06,0.13,0.07,49.5,11.64,1.2,0.01,0.96,12.6,0.52,1.11,98.37,sweet,0,1,0,0,0,0,0,0,soft; juicy; gooey,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9334,feijoa,8.5,0.3,0.07,0.49,27.5,4.1,1.5,0.07,3.2,6.46,6.43,8.85,84.72,sweet; sour,0,1,0,1,0,0,0,0,juicy; soft,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9412,bartlett pear,16.02,0.28,0.34,0.69,112.14,17.25,1.78,,5.52,26.72,2.47,2.28,95.25,sweet,0,1,0,0,0,0,0,0,tender; juicy; soft; moist,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
9420,canned jackfruit,44,0.14,0.29,0.36,92,,11,,0.9,23.94,1.46,1.28,97.26,sweet; savory,1,1,0,0,0,0,0,0,tender; moist,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
9421,medjool dates,15.36,0.04,0.22,0.43,66.48,15.95,0.24,,1.61,17.99,2.35,0.44,97.21,sweet,0,1,0,0,0,0,0,0,chewy; sticky,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9422,durian,6,5.33,0.43,1.47,147,,2,,3.8,27.09,3.62,29.57,66.81,sweet; fatty; savory,1,1,0,0,0,1,0,0,creamy; soft; gooey,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
9426,candied orange peel,2.7,0.01,0.03,0.05,48.3,12.1,14.7,0,0.24,12.4,0.41,0.19,99.40,sweet; bitter; sour,0,1,0,1,1,0,0,0,chewy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9433,clementine,22.2,0.11,0.1,0.63,34.78,6.79,0.74,,1.26,8.89,6.44,2.56,91.00,sweet; sour,0,1,0,1,0,0,0,0,juicy; soft,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9435,guava nectar,26.4,0.14,,0.22,136.8,29.69,16.8,,2.4,35.69,0.60,0.89,98.51,sweet; sour,0,1,0,1,0,0,0,0,chewy; sticky,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9436,mango nectar,40.8,0.14,0.86,0.26,122.4,29.76,12,0.03,0.72,31.44,0.82,1.01,98.17,sweet; sour,0,1,0,1,0,0,0,0,liquid,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9437,tamarind juice,3,0.04,0.22,0.03,17.1,3.81,2.1,,0.15,4.42,0.60,1.79,97.61,sour; sweet,0,1,0,1,0,0,0,0,sticky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9442,pomegranate juice,26.4,0.7,0.24,0.36,129.6,30.24,21.6,0.18,0.24,31.44,1.08,4.69,94.23,sweet; sour,0,1,0,1,0,0,0,0,liquid,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9501,golden delicious apple,10.92,0.27,0.24,0.51,103.74,18.27,3.64,,4.37,24.75,1.97,2.37,95.66,sweet; sour,0,1,0,1,0,0,0,0,soft; juicy; moist,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
10004,fatback,0.56,24.83,0.05,0.82,227.36,0,3.08,9.02,0,0,1.44,98.56,0.00,fatty; salty,0,0,1,0,0,1,0,0,tender; oily,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10005,pork belly,4.25,45.06,0.44,7.94,440.3,0,27.2,16.43,0,0,7.26,92.74,0.00,savory; salty; fatty,1,0,1,0,0,1,0,0,tender; juicy; moist; oily,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
10014,gammon,20.4,4.98,1.14,37.08,204,0,129.2,1.61,0,0,76.79,23.21,0.00,salty; savory; fatty,1,0,1,0,0,1,0,0,tender; moist,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
10018,pork shank,36,8.85,2.31,64.98,357,0,270,2.75,0,0,76.54,23.46,0.00,savory; fatty,1,0,0,0,0,1,0,0,tender; juicy; moist,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
10040,lean bone in pork chop,36,7.42,1.3,43.98,254,0,116,2.2,0,0,72.48,27.52,0.00,savory; fatty,1,0,0,0,0,1,0,0,tender; moist,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
10060,lean pork tenderloin,7,3.04,1.37,29.33,152.6,0,74.2,0.98,0,0,81.10,18.90,0.00,fatty; savory,1,0,0,0,0,1,0,0,tender; juicy,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10062,pork loin chops,9.8,9.72,0.7,30.17,217,0,67.2,3.43,0,0,57.98,42.02,0.00,savory; fatty,1,0,0,0,0,1,0,0,tender; juicy; moist,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
10066,lean pork loin chops,7,4.79,0.71,31.37,177.8,0,68.6,1.69,0,0,74.44,25.56,0.00,fatty; savory,1,0,0,0,0,1,0,0,tender; juicy,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10073,cooked pork,15.3,11.51,1.27,21.53,195.5,0,63.75,4.07,0,0,45.40,54.60,0.00,savory; fatty,1,0,0,0,0,1,0,0,tender; moist,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
10083,shoulder joint of pork,95.2,64.12,4.93,78.57,914.6,0,227.8,23.7,0,0,35.26,64.74,0.00,savory; fatty,1,0,0,0,0,1,0,0,tender; juicy; moist,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
10084,boston butt,47.6,19.41,4.08,63.68,448.8,0,221,6.79,0,0,59.31,40.69,0.00,fatty; savory,1,0,0,0,0,1,0,0,tender; moist,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
10106,pork kidney,7.65,2.76,4.16,13.99,85,,102.85,0.88,0,0,69.24,30.76,0.00,savory; salty,1,0,1,0,0,0,0,0,tender; soft; juicy,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10110,pork liver,7.65,3.1,19.81,18.18,113.9,,73.95,0.99,0,2.1,66.69,25.61,7.70,savory; fatty,1,0,0,0,0,1,0,0,tender; soft; oily,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10130,canadian bacon,4.48,3.9,0.38,11.56,87.92,0,506.24,1.24,0,0.94,54.31,41.27,4.42,salty; savory; fatty,1,0,1,0,0,1,0,0,tender; moist,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
10149,ham steak,6.8,7.22,1.7,33.25,207.4,,2157.3,2.45,0,0,67.16,32.84,0.00,salty; savory,1,0,1,0,0,0,0,0,tender; moist,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
